Process	GSsize	Group
MIKKELSEN_NPC_ICP_WITH_H3K27ME3	12	C2
MIKKELSEN_NPC_ICP_WITH_H3K4ME3	451	C2
MIKKELSEN_NPC_WITH_LCP_H3K27ME3	9	C2
MIKKELSEN_NPC_LCP_WITH_H3K4ME3	59	C2
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	590	C2
MIKKELSEN_MEF_HCP_WITH_H3_UNMETHYLATED	237	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_0	71	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_1	70	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_2	56	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_3	17	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_4	15	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_5	30	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_6	76	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_7	73	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_8	50	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_9	78	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_10	70	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_11	100	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_12	79	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13	179	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_14	144	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_15	35	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16	78	C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17	184	C2
SENGUPTA_EBNA1_ANTICORRELATED	160	C2
YIH_RESPONSE_TO_ARSENITE_C5	11	C2
MOOTHA_PYR	8	C2
MOOTHA_FFA_OXYDATION	23	C2
MOOTHA_GLUCONEOGENESIS	31	C2
MOOTHA_GLYCOGEN_METABOLISM	21	C2
MOOTHA_GLYCOLYSIS	21	C2
LY_AGING_OLD_UP	7	C2
NAKAMURA_ADIPOGENESIS_EARLY_UP	62	C2
NAKAMURA_ADIPOGENESIS_EARLY_DN	35	C2
NAKAMURA_ADIPOGENESIS_LATE_UP	97	C2
NAKAMURA_ADIPOGENESIS_LATE_DN	35	C2
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_DN	10	C2
VERRECCHIA_RESPONSE_TO_TGFB1_C6	5	C2
BAUS_TFF2_TARGETS_UP	32	C2
BAUS_TFF2_TARGETS_DN	12	C2
KAMMINGA_SENESCENCE	40	C2
HO_LIVER_CANCER_VASCULAR_INVASION	13	C2
GERHOLD_RESPONSE_TO_TZD_UP	6	C2
GERHOLD_RESPONSE_TO_TZD_DN	13	C2
MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_1	8	C2
MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_2	8	C2
MURAKAMI_UV_RESPONSE_1HR_UP	15	C2
MURAKAMI_UV_RESPONSE_1HR_DN	10	C2
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6_UP	36	C2
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6_DN	45	C2
VISALA_AGING_LYMPHOCYTE_UP	7	C2
DAZARD_UV_RESPONSE_CLUSTER_G5	12	C2
DAZARD_UV_RESPONSE_CLUSTER_G24	24	C2
DAZARD_UV_RESPONSE_CLUSTER_G28	20	C2
RUAN_RESPONSE_TO_TROGLITAZONE_DN	16	C2
DASU_IL6_SIGNALING_UP	61	C2
DASU_IL6_SIGNALING_DN	7	C2
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_DN	9	C2
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_UP	9	C2
HOFFMAN_CLOCK_TARGETS_UP	10	C2
HOFFMAN_CLOCK_TARGETS_DN	10	C2
WHITFIELD_CELL_CYCLE_LITERATURE	44	C2
JIANG_HYPOXIA_VIA_VHL	19	C2
WU_APOPTOSIS_BY_CDKN1A_VIA_TP53	53	C2
WU_APOPTOSIS_BY_CDKN1A_NOT_VIA_TP53	11	C2
ONGUSAHA_BRCA1_TARGETS_UP	13	C2
ONGUSAHA_BRCA1_TARGETS_DN	11	C2
SASSON_RESPONSE_TO_GONADOTROPHINS_UP	86	C2
SASSON_RESPONSE_TO_GONADOTROPHINS_DN	86	C2
SASSON_RESPONSE_TO_FORSKOLIN_UP	88	C2
SASSON_RESPONSE_TO_FORSKOLIN_DN	85	C2
BAE_BRCA1_TARGETS_UP	71	C2
BAE_BRCA1_TARGETS_DN	30	C2
BROWNE_HCMV_INFECTION_30MIN_UP	54	C2
BROWNE_HCMV_INFECTION_30MIN_DN	144	C2
BROWNE_HCMV_INFECTION_1HR_UP	52	C2
BROWNE_HCMV_INFECTION_1HR_DN	218	C2
BROWNE_HCMV_INFECTION_2HR_UP	40	C2
BROWNE_HCMV_INFECTION_2HR_DN	48	C2
BROWNE_HCMV_INFECTION_4HR_UP	50	C2
BROWNE_HCMV_INFECTION_4HR_DN	253	C2
WHITFIELD_CELL_CYCLE_G1_S	133	C2
WHITFIELD_CELL_CYCLE_S	149	C2
WHITFIELD_CELL_CYCLE_G2	168	C2
WHITFIELD_CELL_CYCLE_G2_M	198	C2
WHITFIELD_CELL_CYCLE_M_G1	126	C2
RAGHAVACHARI_PLATELET_SPECIFIC_GENES	71	C2
KARLSSON_TGFB1_TARGETS_UP	123	C2
KARLSSON_TGFB1_TARGETS_DN	195	C2
WANG_METASTASIS_OF_BREAST_CANCER_ESR1_UP	22	C2
WANG_METASTASIS_OF_BREAST_CANCER_ESR1_DN	32	C2
WANG_METASTASIS_OF_BREAST_CANCER	16	C2
LI_INDUCED_T_TO_NATURAL_KILLER_UP	314	C2
LI_INDUCED_T_TO_NATURAL_KILLER_DN	136	C2
NOUSHMEHR_GBM_SOMATIC_MUTATED	9	C2
NOUSHMEHR_GBM_GERMLINE_MUTATED	8	C2
NOUSHMEHR_GBM_SILENCED_BY_METHYLATION	50	C2
KAMIKUBO_MYELOID_CEBPA_NETWORK	30	C2
KAMIKUBO_MYELOID_MN1_NETWORK	19	C2
MARTENS_BOUND_BY_PML_RARA_FUSION	455	C2
MARTENS_TRETINOIN_RESPONSE_UP	856	C2
MARTENS_TRETINOIN_RESPONSE_DN	839	C2
STAMBOLSKY_BOUND_BY_MUTATED_TP53	18	C2
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_UP	49	C2
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN	51	C2
STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_UP	84	C2
STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_DN	25	C2
KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP	755	C2
KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_DN	33	C2
KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP	680	C2
KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_DN	87	C2
KIM_ALL_DISORDERS_CALB1_CORR_UP	546	C2
KIM_ALL_DISORDERS_CALB1_CORR_DN	36	C2
KIM_ALL_DISORDERS_DURATION_CORR_UP	9	C2
KIM_ALL_DISORDERS_DURATION_CORR_DN	145	C2
VERHAAK_GLIOBLASTOMA_PRONEURAL	177	C2
VERHAAK_GLIOBLASTOMA_NEURAL	128	C2
VERHAAK_GLIOBLASTOMA_CLASSICAL	161	C2
VERHAAK_GLIOBLASTOMA_MESENCHYMAL	216	C2
HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_UP	242	C2
HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_DN	102	C2
CHICAS_RB1_TARGETS_SENESCENT	563	C2
CHICAS_RB1_TARGETS_LOW_SERUM	102	C2
CHICAS_RB1_TARGETS_GROWING	243	C2
CHICAS_RB1_TARGETS_CONFLUENT	566	C2
WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_UP	392	C2
WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN	371	C2
QI_HYPOXIA	132	C2
QI_HYPOXIA_TARGETS_OF_HIF1A_AND_FOXA2	35	C2
GREGORY_SYNTHETIC_LETHAL_WITH_IMATINIB	145	C2
LU_EZH2_TARGETS_UP	288	C2
LU_EZH2_TARGETS_DN	400	C2
HOELZEL_NF1_TARGETS_UP	140	C2
HOELZEL_NF1_TARGETS_DN	118	C2
DEMAGALHAES_AGING_UP	54	C2
DEMAGALHAES_AGING_DN	16	C2
DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP	228	C2
DUTERTRE_ESTRADIOL_RESPONSE_6HR_DN	91	C2
DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP	323	C2
DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN	504	C2
FIGUEROA_AML_METHYLATION_CLUSTER_1_UP	122	C2
FIGUEROA_AML_METHYLATION_CLUSTER_1_DN	45	C2
FIGUEROA_AML_METHYLATION_CLUSTER_2_UP	54	C2
FIGUEROA_AML_METHYLATION_CLUSTER_2_DN	9	C2
FIGUEROA_AML_METHYLATION_CLUSTER_3_UP	170	C2
FIGUEROA_AML_METHYLATION_CLUSTER_3_DN	40	C2
FIGUEROA_AML_METHYLATION_CLUSTER_4_UP	112	C2
FIGUEROA_AML_METHYLATION_CLUSTER_4_DN	15	C2
FIGUEROA_AML_METHYLATION_CLUSTER_5_UP	12	C2
FIGUEROA_AML_METHYLATION_CLUSTER_5_DN	47	C2
FIGUEROA_AML_METHYLATION_CLUSTER_6_UP	140	C2
FIGUEROA_AML_METHYLATION_CLUSTER_6_DN	37	C2
FIGUEROA_AML_METHYLATION_CLUSTER_7_UP	118	C2
FIGUEROA_AML_METHYLATION_CLUSTER_7_DN	5	C2
WANG_CLASSIC_ADIPOGENIC_TARGETS_OF_PPARG	27	C2
WANG_ADIPOGENIC_GENES_REPRESSED_BY_SIRT1	27	C2
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_UP	134	C2
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_DN	145	C2
TSUTSUMI_FBXW8_TARGETS	9	C2
LI_DCP2_BOUND_MRNA	89	C2
WAGSCHAL_EHMT2_TARGETS_UP	19	C2
SUBTIL_PROGESTIN_TARGETS	36	C2
OHGUCHI_LIVER_HNF4A_TARGETS_UP	50	C2
OHGUCHI_LIVER_HNF4A_TARGETS_DN	168	C2
GABRIELY_MIR21_TARGETS	289	C2
THILLAINADESAN_ZNF217_TARGETS_UP	41	C2
THILLAINADESAN_ZNF217_TARGETS_DN	9	C2
PHESSE_TARGETS_OF_APC_AND_MBD2_UP	18	C2
PHESSE_TARGETS_OF_APC_AND_MBD2_DN	11	C2
CHYLA_CBFA2T3_TARGETS_UP	386	C2
CHYLA_CBFA2T3_TARGETS_DN	240	C2
FUKUSHIMA_TNFSF11_TARGETS	16	C2
CARD_MIR302A_TARGETS	77	C2
WIERENGA_STAT5A_TARGETS_UP	202	C2
WIERENGA_STAT5A_TARGETS_DN	193	C2
WIERENGA_STAT5A_TARGETS_GROUP1	127	C2
WIERENGA_STAT5A_TARGETS_GROUP2	54	C2
WIERENGA_PML_INTERACTOME	42	C2
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP	84	C2
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN	116	C2
KANG_AR_TARGETS_UP	17	C2
KANG_AR_TARGETS_DN	18	C2
PILON_KLF1_TARGETS_UP	501	C2
BHAT_ESR1_TARGETS_NOT_VIA_AKT1_UP	211	C2
BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN	88	C2
BHAT_ESR1_TARGETS_VIA_AKT1_UP	281	C2
BHAT_ESR1_TARGETS_VIA_AKT1_DN	82	C2
JOHNSTONE_PARVB_TARGETS_1_UP	7	C2
JOHNSTONE_PARVB_TARGETS_1_DN	62	C2
JOHNSTONE_PARVB_TARGETS_2_UP	144	C2
JOHNSTONE_PARVB_TARGETS_2_DN	341	C2
JOHNSTONE_PARVB_TARGETS_3_UP	433	C2
JOHNSTONE_PARVB_TARGETS_3_DN	870	C2
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A	878	C2
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B	549	C2
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_C	89	C2
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_D	275	C2
BRUINS_UVC_RESPONSE_LATE	1123	C2
BRUINS_UVC_RESPONSE_EARLY_LATE	309	C2
BRUINS_UVC_RESPONSE_MIDDLE	99	C2
CERIBELLI_PROMOTERS_INACTIVE_AND_BOUND_BY_NFY	40	C2
CERIBELLI_GENES_INACTIVE_AND_BOUND_BY_NFY	41	C2
MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_UP	264	C2
MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_DN	235	C2
IVANOVSKA_MIR106B_TARGETS	88	C2
KIM_GLIS2_TARGETS_UP	86	C2
KIM_GLIS2_TARGETS_DN	6	C2
MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_UP	7	C2
MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_DN	6	C2
STEGER_ADIPOGENESIS_UP	21	C2
STEGER_ADIPOGENESIS_DN	25	C2
ZHU_SKIL_TARGETS_UP	20	C2
ZHU_SKIL_TARGETS_DN	9	C2
KIM_PTEN_TARGETS_UP	18	C2
KIM_PTEN_TARGETS_DN	5	C2
ISHIDA_TARGETS_OF_SYT_SSX_FUSIONS	6	C2
MAEKAWA_ATF2_TARGETS	23	C2
ISSAEVA_MLL2_TARGETS	61	C2
LINSLEY_MIR16_TARGETS	206	C2
CHENG_TAF7L_TARGETS	6	C2
CHANGOLKAR_H2AFY_TARGETS_UP	49	C2
CHANGOLKAR_H2AFY_TARGETS_DN	42	C2
PASINI_SUZ12_TARGETS_UP	112	C2
PASINI_SUZ12_TARGETS_DN	316	C2
BAKKER_FOXO3_TARGETS_UP	54	C2
BAKKER_FOXO3_TARGETS_DN	175	C2
BERGER_MBD2_TARGETS	7	C2
VANDESLUIS_COMMD1_TARGETS_GROUP_2_UP	15	C2
VANDESLUIS_COMMD1_TARGETS_GROUP_3_UP	82	C2
VANDESLUIS_COMMD1_TARGETS_GROUP_3_DN	37	C2
VANDESLUIS_COMMD1_TARGETS_GROUP_4_UP	17	C2
VANDESLUIS_COMMD1_TARGETS_GROUP_4_DN	17	C2
VANDESLUIS_NORMAL_EMBRYOS_UP	5	C2
VANDESLUIS_NORMAL_EMBRYOS_DN	21	C2
SUMI_HNF4A_TARGETS	30	C2
WANG_NFKB_TARGETS	24	C2
WANG_TNF_TARGETS	24	C2
AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_UP	126	C2
AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_DN	18	C2
AZARE_STAT3_TARGETS	24	C2
DELPUECH_FOXO3_TARGETS_UP	65	C2
DELPUECH_FOXO3_TARGETS_DN	40	C2
WIEDERSCHAIN_TARGETS_OF_BMI1_AND_PCGF2	57	C2
KASLER_HDAC7_TARGETS_1_UP	191	C2
KASLER_HDAC7_TARGETS_1_DN	17	C2
KASLER_HDAC7_TARGETS_2_UP	7	C2
KASLER_HDAC7_TARGETS_2_DN	31	C2
DORMOY_ELAVL1_TARGETS	18	C2
LEE_BMP2_TARGETS_UP	773	C2
LEE_BMP2_TARGETS_DN	899	C2
BILANGES_SERUM_SENSITIVE_GENES	81	C2
BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES	69	C2
BILANGES_RAPAMYCIN_SENSITIVE_GENES	37	C2
BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2	70	C2
BILANGES_SERUM_SENSITIVE_VIA_TSC1	21	C2
BILANGES_SERUM_SENSITIVE_VIA_TSC2	31	C2
BILANGES_SERUM_RESPONSE_TRANSLATION	34	C2
KIM_TIAL1_TARGETS	31	C2
DUAN_PRDM5_TARGETS	78	C2
DALESSIO_TSA_RESPONSE	26	C2
FEVR_CTNNB1_TARGETS_UP	688	C2
FEVR_CTNNB1_TARGETS_DN	555	C2
FARDIN_HYPOXIA_9	7	C2
FARDIN_HYPOXIA_11	32	C2
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_TOP20_UP	20	C2
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_TOP20_DN	19	C2
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_UP	271	C2
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_DN	322	C2
WINZEN_DEGRADED_VIA_KHSRP	100	C2
VANLOO_SP3_TARGETS_UP	9	C2
VANLOO_SP3_TARGETS_DN	88	C2
YUAN_ZNF143_PARTNERS	22	C2
KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3	843	C2
RAFFEL_VEGFA_TARGETS_UP	9	C2
RAFFEL_VEGFA_TARGETS_DN	5	C2
TERAO_AOX4_TARGETS_HG_UP	27	C2
TERAO_AOX4_TARGETS_HG_DN	6	C2
TERAO_AOX4_TARGETS_SKIN_UP	30	C2
TERAO_AOX4_TARGETS_SKIN_DN	23	C2
PURBEY_TARGETS_OF_CTBP1_AND_SATB1_UP	77	C2
PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN	161	C2
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_UP	296	C2
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_DN	403	C2
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_UP	573	C2
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN	1082	C2
GOBERT_CORE_OLIGODENDROCYTE_DIFFERENTIATION	43	C2
WACKER_HYPOXIA_TARGETS_OF_VHL	13	C2
IKEDA_MIR1_TARGETS_UP	54	C2
IKEDA_MIR1_TARGETS_DN	6	C2
IKEDA_MIR133_TARGETS_UP	44	C2
IKEDA_MIR133_TARGETS_DN	6	C2
IKEDA_MIR30_TARGETS_UP	116	C2
IKEDA_MIR30_TARGETS_DN	23	C2
KUWANO_RNA_STABILIZED_BY_NO	7	C2
LIU_TOPBP1_TARGETS	14	C2
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_UP	26	C2
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_DN	8	C2
KATSANOU_ELAVL1_TARGETS_UP	173	C2
KATSANOU_ELAVL1_TARGETS_DN	146	C2
WANG_THOC1_TARGETS_UP	5	C2
WANG_THOC1_TARGETS_DN	20	C2
SERVITJA_ISLET_HNF1A_TARGETS_UP	169	C2
SERVITJA_ISLET_HNF1A_TARGETS_DN	107	C2
SERVITJA_LIVER_HNF1A_TARGETS_UP	136	C2
SERVITJA_LIVER_HNF1A_TARGETS_DN	163	C2
MADAN_DPPA4_TARGETS	61	C2
KOHOUTEK_CCNT1_TARGETS	51	C2
KOHOUTEK_CCNT2_TARGETS	56	C2
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1	46	C2
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_3	20	C2
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_4	108	C2
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_5	11	C2
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_6	29	C2
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_7	398	C2
PEDERSEN_TARGETS_OF_611CTF_ISOFORM_OF_ERBB2	75	C2
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_36HR	149	C2
WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_36HR	29	C2
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_8D	856	C2
WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_8D	646	C2
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_WITH_H4K20ME1_MARK	144	C2
PARK_OSTEOBLAST_DIFFERENTIATION_BY_PHENYLAMIL_UP	12	C2
PARK_OSTEOBLAST_DIFFERENTIATION_BY_PHENYLAMIL_DN	6	C2
YANG_BCL3_TARGETS_UP	333	C2
YANG_BCL3_TARGETS_DN	7	C2
LOPEZ_TRANSLATION_VIA_FN1_SIGNALING	35	C2
VERNOCHET_ADIPOGENESIS	19	C2
IM_SREBF1A_TARGETS	5	C2
GUO_TARGETS_OF_IRS1_AND_IRS2	96	C2
HUANG_GATA2_TARGETS_UP	150	C2
HUANG_GATA2_TARGETS_DN	72	C2
LE_NEURONAL_DIFFERENTIATION_UP	18	C2
LE_NEURONAL_DIFFERENTIATION_DN	19	C2
STEINER_ERYTHROCYTE_MEMBRANE_GENES	14	C2
PLASARI_TGFB1_TARGETS_1HR_UP	33	C2
PLASARI_TGFB1_TARGETS_1HR_DN	5	C2
PLASARI_TGFB1_TARGETS_10HR_UP	195	C2
PLASARI_TGFB1_TARGETS_10HR_DN	255	C2
PLASARI_NFIC_TARGETS_BASAL_UP	28	C2
PLASARI_NFIC_TARGETS_BASAL_DN	22	C2
PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_UP	33	C2
PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN	107	C2
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP	58	C2
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_DN	31	C2
WANG_MLL_TARGETS	293	C2
SANDERSON_PPARA_TARGETS	15	C2
KANG_GLIS3_TARGETS	36	C2
DELACROIX_RARG_BOUND_MEF	367	C2
DELACROIX_RAR_TARGETS_UP	47	C2
DELACROIX_RAR_TARGETS_DN	25	C2
DELACROIX_RAR_BOUND_ES	466	C2
KRIEG_HYPOXIA_VIA_KDM3A	53	C2
KRIEG_KDM3A_TARGETS_NOT_HYPOXIA	200	C2
KRIEG_HYPOXIA_NOT_VIA_KDM3A	746	C2
MALIK_REPRESSED_BY_ESTROGEN	13	C2
TIAN_BHLHA15_TARGETS	16	C2
LIU_IL13_MEMORY_MODEL_UP	17	C2
LIU_IL13_MEMORY_MODEL_DN	5	C2
LIU_IL13_PRIMING_MODEL	15	C2
ALFANO_MYC_TARGETS	239	C2
FU_INTERACT_WITH_ALKBH8	13	C2
SUZUKI_CTCFL_TARGETS_UP	12	C2
REICHERT_MITOSIS_LIN9_TARGETS	27	C2
GUILLAUMOND_KLF10_TARGETS_UP	49	C2
GUILLAUMOND_KLF10_TARGETS_DN	30	C2
FORTSCHEGGER_PHF8_TARGETS_UP	278	C2
FORTSCHEGGER_PHF8_TARGETS_DN	783	C2
BRIDEAU_IMPRINTED_GENES	65	C2
PEDRIOLI_MIR31_TARGETS_UP	223	C2
PEDRIOLI_MIR31_TARGETS_DN	412	C2
PHONG_TNF_TARGETS_UP	63	C2
PHONG_TNF_TARGETS_DN	8	C2
PHONG_TNF_RESPONSE_VIA_P38_COMPLETE	225	C2
PHONG_TNF_RESPONSE_VIA_P38_PARTIAL	164	C2
PHONG_TNF_RESPONSE_NOT_VIA_P38	341	C2
RATTENBACHER_BOUND_BY_CELF1	438	C2
KINNEY_DNMT1_METHYLATION_TARGETS	13	C2
ABDELMOHSEN_ELAVL4_TARGETS	16	C2
ZHANG_ADIPOGENESIS_BY_BMP7	14	C2
FOSTER_KDM1A_TARGETS_UP	265	C2
FOSTER_KDM1A_TARGETS_DN	202	C2
YU_BAP1_TARGETS	29	C2
RAO_BOUND_BY_SALL4_ISOFORM_A	186	C2
RAO_BOUND_BY_SALL4_ISOFORM_B	522	C2
RAO_BOUND_BY_SALL4	229	C2
VANOEVELEN_MYOGENESIS_SIN3A_TARGETS	218	C2
BOUDOUKHA_BOUND_BY_IGF2BP2	106	C2
BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE	150	C2
BOSCO_TH1_CYTOTOXIC_MODULE	114	C2
BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE	78	C2
BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE	69	C2
PECE_MAMMARY_STEM_CELL_UP	138	C2
PECE_MAMMARY_STEM_CELL_DN	143	C2
ABRAMSON_INTERACT_WITH_AIRE	44	C2
MIZUSHIMA_AUTOPHAGOSOME_FORMATION	12	C2
KUMAR_PATHOGEN_LOAD_BY_MACROPHAGES	274	C2
KUMAR_AUTOPHAGY_NETWORK	72	C2
GENTLES_LEUKEMIC_STEM_CELL_UP	29	C2
GENTLES_LEUKEMIC_STEM_CELL_DN	19	C2
ROESSLER_LIVER_CANCER_METASTASIS_UP	106	C2
ROESSLER_LIVER_CANCER_METASTASIS_DN	51	C2
HOLLEMAN_PREDNISOLONE_RESISTANCE_B_ALL_UP	22	C2
HOLLEMAN_PREDNISOLONE_RESISTANCE_B_ALL_DN	12	C2
HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_UP	39	C2
HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_DN	16	C2
HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP	28	C2
HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_DN	15	C2
HOLLEMAN_DAUNORUBICIN_B_ALL_UP	10	C2
HOLLEMAN_DAUNORUBICIN_B_ALL_DN	12	C2
HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_UP	20	C2
HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_DN	11	C2
HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_UP	27	C2
HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_DN	20	C2
HOLLEMAN_DAUNORUBICIN_ALL_UP	7	C2
HOLLEMAN_DAUNORUBICIN_ALL_DN	8	C2
HOLLEMAN_ASPARAGINASE_RESISTANCE_ALL_UP	23	C2
HOLLEMAN_ASPARAGINASE_RESISTANCE_ALL_DN	26	C2
ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION	125	C2
ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE	64	C2
LIM_MAMMARY_STEM_CELL_UP	481	C2
LIM_MAMMARY_STEM_CELL_DN	416	C2
LIM_MAMMARY_LUMINAL_PROGENITOR_UP	58	C2
LIM_MAMMARY_LUMINAL_PROGENITOR_DN	14	C2
LIM_MAMMARY_LUMINAL_MATURE_UP	111	C2
LIM_MAMMARY_LUMINAL_MATURE_DN	95	C2
DURAND_STROMA_S_UP	299	C2
DURAND_STROMA_NS_UP	168	C2
SMIRNOV_RESPONSE_TO_IR_2HR_UP	53	C2
SMIRNOV_RESPONSE_TO_IR_2HR_DN	57	C2
SMIRNOV_RESPONSE_TO_IR_6HR_UP	168	C2
SMIRNOV_RESPONSE_TO_IR_6HR_DN	114	C2
GHANDHI_DIRECT_IRRADIATION_UP	104	C2
GHANDHI_DIRECT_IRRADIATION_DN	35	C2
GHANDHI_BYSTANDER_IRRADIATION_UP	84	C2
GHANDHI_BYSTANDER_IRRADIATION_DN	12	C2
WARTERS_RESPONSE_TO_IR_SKIN	82	C2
WARTERS_IR_RESPONSE_5GY	50	C2
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_2HR	8	C2
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR	84	C2
